,record_type_code,responsibility_beginning_date,right_to_transact_business_code,secretary_of_state_sos_or_coa_file_number,sos_charter_date,sos_status_code,sos_status_date,taxpayer_address,taxpayer_city,taxpayer_county_code,taxpayer_name,taxpayer_number,taxpayer_organizational_type,taxpayer_state,taxpayer_zip,current_exempt_reason_code,exempt_begin_date,_621111
861,V ,2002-06-24T00:00:00.000,A ,0800097159 ,2002-06-24T00:00:00.000,A ,2002-06-24T00:00:00.000,2 BLACK HORSE TER ,WINCHESTER ,0,"WEATHER II PROPERTIES, LLC ",10106741712 ,CI ,MA ,01890 ,  ,,  
862,U,2023-03-07T00:00:00.000,A,0804956747,2023-03-07T00:00:00.000,A,2023-03-07T00:00:00.000,507 S 6TH ST,TALCO,225,"THE WALL DOCTOR, LLC",32088724078,CL,TX,75487,,,
863,U,2022-05-04T00:00:00.000,A,0804552509,2022-05-04T00:00:00.000,A,2022-05-04T00:00:00.000,6116 HIGHVIEW DR,PLANO,43,"SEVENTY 7 REAL ESTATE HOLDINGS, LLC",32084424780,CL,TX,75024,,,
864,U,2018-04-26T00:00:00.000,A,0803000382,2018-04-26T00:00:00.000,R,2023-02-28T00:00:00.000,5426 LONGSHADOW DR,PRINCETON,43,PIO'S MANAGEMENT LLC,32066995534,CL,TX,75407,,,
865,U,2022-11-01T00:00:00.000,A,0804792465,2022-11-01T00:00:00.000,A,2022-11-01T00:00:00.000,14212 SPARROW HILL DR,LITTLE ELM,61,SPARROW QKC LLC,32087017359,CL,TX,75068,,,
866,U,2017-01-10T00:00:00.000,A,0802622134,2017-01-10T00:00:00.000,A,2017-01-10T00:00:00.000,6147 SETTLERS LAKE CIR E,KATY,101,HUZM ENTERPRISES INC,32062534758,CT,TX,77449,,,
867,U ,2002-04-15T00:00:00.000,A ,0800074374 ,2002-04-15T00:00:00.000,A ,2002-04-15T00:00:00.000,5820 KATY FWY ,HOUSTON ,101,"SRUTI HOSPITALITY, INC. ",10106748378 ,CT ,TX ,77007 ,  ,,721000 
868,X,2019-05-06T00:00:00.000,A,,,,,1855 GRIFFIN RD STE B428,DANIA BEACH,0,"CHEWY PHARMACY, LLC",32070949303,CI,FL,33004,,,
869,U ,2002-04-24T00:00:00.000,A ,0800078270 ,2002-04-24T00:00:00.000,A ,2002-04-24T00:00:00.000,1213 N AVENUE B ,SHINER ,143,"SHINER NURSING AND REHABILITATION CENTER, INC. ",10106749624 ,CN ,TX ,77984 ,19 ,2002-04-24T00:00:00.000,  
870,U ,2008-01-01T00:00:00.000,A ,0800062717 ,2002-02-28T00:00:00.000,A ,2002-02-28T00:00:00.000,7080 DONNA LN ,BEAUMONT ,123,"BERYL V. COVEL, F.L.P., A TEXAS LIMITED PARTNERSHI ",10106754095 ,PL ,TX ,77708 ,  ,,  
871,U ,2002-04-24T00:00:00.000,A ,0800078053 ,2002-04-24T00:00:00.000,A ,2002-04-24T00:00:00.000,PO BOX 12470 ,SAN ANTONIO ,15,"M. GARZA ENTERPRISES, INC. ",10106755944 ,CT ,TX ,78212 ,  ,,722410 
872,U,2021-11-03T00:00:00.000,A,0804296651,2021-11-03T00:00:00.000,A,2021-11-03T00:00:00.000,1518 LEADER DR,KILLEEN,14,KAI CARGO LLC,18733812129,CL,TX,76549,,,
873,U,2022-08-21T00:00:00.000,A,0804709492,2022-08-21T00:00:00.000,A,2022-08-21T00:00:00.000,14511 GLADE POINT DR,CYPRESS,101,"K&T ICE, LLC",32086072579,CL,TX,77429,,,445299
874,U,2016-11-17T00:00:00.000,A,0802585441,2016-11-17T00:00:00.000,R,2018-04-10T00:00:00.000,5708 DOLORES ST UNIT C,HOUSTON,101,PP BAYWASH INVESTOR LLC,32062108629,CL,TX,77057,,,
875,U ,2002-04-09T00:00:00.000,A ,0800072380 ,2002-04-09T00:00:00.000,A ,2002-04-09T00:00:00.000,110 W ROSAMOND ST ,HOUSTON ,101,"SUMMIT ADMINISTRATORS, INC. ",10106757353 ,CT ,TX ,77076 ,  ,,524000 
876,U ,2002-05-09T00:00:00.000,A ,0800083522 ,2002-05-09T00:00:00.000,A ,2002-05-09T00:00:00.000,102 E PFLUGER ST ,PFLUGERVILLE ,227,PFLUGERVILLE OPTIMIST CLUB ,10106762486 ,CN ,TX ,78660 ,67 ,2002-05-09T00:00:00.000,"813000
"
877,U,2023-03-06T00:00:00.000,A,0804955207,2023-03-06T00:00:00.000,A,2023-03-06T00:00:00.000,3834-3869MIRAMAR STREET,LA JOLLA,0,GWALIA GLOBAL HOSPITALITY INC,32088735744,CT,CA,92092,,,
878,U ,2002-04-29T00:00:00.000,A ,0800079510 ,2002-04-29T00:00:00.000,A ,2002-04-29T00:00:00.000,1407 TALLOW CT ,SEABROOK ,101,"THE LOPER GROUP, INC. ",10106770604 ,CT ,TX ,77586 ,  ,,541330 
879,U ,2002-04-12T00:00:00.000,A ,0800074019 ,2002-04-12T00:00:00.000,R ,2007-06-29T00:00:00.000,320 S STATE HIGHWAY 121 N STE 305 ,COPPELL ,57,SYSTEM FIVE LTD. CO. ,10106773855 ,CL ,TX ,75019 ,  ,," 
"
880,U,2022-01-24T00:00:00.000,A,0804400929,2022-01-24T00:00:00.000,A,2022-01-24T00:00:00.000,455 HIGH VIEW RANCH DR,CEDAR CREEK,11,PARRAS CONCRETE LLC,32082833164,CL,TX,78612,,,
881,U ,2002-04-29T00:00:00.000,A ,0800079038 ,2002-04-29T00:00:00.000,A ,2002-04-29T00:00:00.000,4424 IVY DR ,MESQUITE ,57,GREG RAY ENTERPRISES INC. ,10106780256 ,CT ,TX ,75150 ,  ,,611610 
882,U,2021-05-18T00:00:00.000,A,0804070686,2021-05-18T00:00:00.000,A,2021-05-18T00:00:00.000,12390 SH 249 A2,HOUSTON,101,UNITED TRADE TEXAS INC,32079284314,CT,TX,77086,,,
883,X ,2008-01-01T00:00:00.000,A ,  ,,  ,,300 LOBO LN ,LITTLE ELM ,61,ZELLARS ELEMENTARY PTA ,10106780710 ,AR ,TX ,75068 ,07 ,2008-01-01T00:00:00.000,  
884,U,2002-03-13T00:00:00.000,A,0800064483,2002-03-13T00:00:00.000,R,2019-03-22T00:00:00.000,12911 WESTHEIMER RD,HOUSTON,101,"A1 FURNITURE & ELECTRONICS , INC.",10106391484,CT,TX,77077,,,810000
885,U,2023-03-02T00:00:00.000,A,0804952444,2023-03-02T00:00:00.000,A,2023-03-02T00:00:00.000,750 N SAINT PAUL ST STE 250,DALLAS,57,BRICKED INDUSTRIES LLC,32088710606,CL,TX,75201,,,
886,U ,2002-05-01T00:00:00.000,A ,0800079806 ,2002-05-01T00:00:00.000,R ,2012-01-05T00:00:00.000,4101 WILDWOOD RD ,AUSTIN ,227,"COLE & POWELL, P.C. ",10106784902 ,CP ,TX ,78722 ,  ,,541110 
887,U ,2002-02-20T00:00:00.000,A ,0800057195 ,2002-02-20T00:00:00.000,A ,2002-02-20T00:00:00.000,1710 MARTIN DR ,WEATHERFORD ,184,PARKER COUNTY HEALTH FOUNDATION ,10106790735 ,CN ,TX ,76086 ,19 ,2002-02-20T00:00:00.000,  
888,U,2022-11-02T00:00:00.000,A,0804792979,2022-11-02T00:00:00.000,A,2022-11-02T00:00:00.000,8717 BUENA PARK DR,EL PASO,71,RRJ TRUCKING LLC,32087013358,CL,TX,79907,,,
889,U,2023-03-01T00:00:00.000,A,0804946846,2023-03-01T00:00:00.000,A,2023-03-01T00:00:00.000,1445 MAC ARTHUR DR STE 228,CARROLLTON,57,LIFE 4 CUTS LLC,32088627198,CL,TX,75007,,,
890,U ,2002-04-25T00:00:00.000,A ,0800078918 ,2002-04-25T00:00:00.000,A ,2002-04-25T00:00:00.000,33 ARAPAHO RD ,RANSOM CANYON ,152,"LUTRICK INVESTMENTS, INC. ",10106798191 ,CT ,TX ,79366 ,  ,,  
891,U,2018-08-09T00:00:00.000,A,0803083774,2018-08-09T00:00:00.000,A,2018-08-09T00:00:00.000,5806 PARKDALE CT,SUGAR LAND,79,"EMERGENT III HOLDINGS, LLC",32067984065,CL,TX,77479,,,
892,U ,2002-04-30T00:00:00.000,A ,0800080817 ,2002-04-30T00:00:00.000,A ,2002-04-30T00:00:00.000,PO BOX 4040 ,ALICE ,125,"JAMES A. ERCK, P.C. ",10106802852 ,CP ,TX ,78333 ,  ,,541110 
893,U,2021-09-29T00:00:00.000,A,0804251780,2021-09-29T00:00:00.000,A,2021-09-29T00:00:00.000,12843 SHERLOCK ACRES DR,TOMBALL,101,L & B LOGISTICS LLC,32081254479,CL,TX,77377,,,
894,U,2022-11-03T00:00:00.000,A,0804794663,2022-11-03T00:00:00.000,A,2022-11-03T00:00:00.000,5900 BALCONES DR STE 100,AUSTIN,227,AW FENCE & CONSTRUCTION LLC,32087050202,CL,TX,78731,,,
895,U,2013-05-01T00:00:00.000,A,0801777369,2013-05-01T00:00:00.000,A,2013-05-01T00:00:00.000,4809 COLE AVE STE 107,DALLAS,57,"GALLERY BLUE HORSE, LLC",32050865891,CL,TX,75205,,,
896,U,2020-05-19T00:00:00.000,A,0803623447,2020-05-19T00:00:00.000,A,2020-05-19T00:00:00.000,5900 BALCONES DR STE 100,AUSTIN,227,MEDTECH REMARKETING LLC,32074326136,CL,TX,78731,,,
897,X ,2008-01-01T00:00:00.000,A ,  ,,  ,,125 QUEST AVE ,SPRING BRANCH ,46,REBECCA CREEK ELEMENTARY PTA ,10106813628 ,AR ,TX ,78070 ,07 ,2008-01-01T00:00:00.000,  
898,U ,2002-04-04T00:00:00.000,A ,0800072989 ,2002-04-04T00:00:00.000,A ,2002-04-04T00:00:00.000,1911 MY ANNS HL ,SAN ANTONIO ,15,"COASTAL CREATIONS, LTD. CO. ",10106815334 ,CL ,TX ,78258 ,  ,,"237210
"
899,U ,2002-05-06T00:00:00.000,A ,0800081420 ,2002-05-06T00:00:00.000,A ,2002-05-06T00:00:00.000,11511 VETERANS MEMORIAL DR ,HOUSTON ,101,"R - X CARE, INC. ",10106816167 ,CT ,TX ,77067 ,  ,,446110 
900,U,2023-02-28T00:00:00.000,A,0804946100,2023-02-28T00:00:00.000,A,2023-02-28T00:00:00.000,PO BOX 422,MINEOLA,250,ETX SECURITY LLC,32088632826,CL,TX,75773,,,
901,U,2018-04-06T00:00:00.000,A,0802982843,2018-04-06T00:00:00.000,A,2018-04-06T00:00:00.000,360 16TH ST SW,PARIS,139,JASON'S TRUCKING INC.,32066787808,CT,TX,75460,,,
902,U,2019-04-15T00:00:00.000,A,0803292537,2019-04-15T00:00:00.000,A,2019-04-15T00:00:00.000,10152 REGENT ROW ST,BENBROOK,220,"SOCIABILITY, LLC",32070411320,CL,TX,76126,,,
903,U,2022-03-01T00:00:00.000,A,0804455090,2022-03-01T00:00:00.000,A,2022-03-01T00:00:00.000,4620 PIONEER RD APT 2,BALCH SPRINGS,57,"KERDAVE77, LLC",32083475874,CL,TX,75180,,,
904,U,2023-02-27T00:00:00.000,A,0804946330,2023-02-27T00:00:00.000,A,2023-02-27T00:00:00.000,532 OAKLAWN DR,ROCKDALE,166,TASK AT HAND LLC,32088630937,CL,TX,76567,,,
905,U ,2008-01-01T00:00:00.000,A ,0800081519 ,2002-05-03T00:00:00.000,A ,2002-05-03T00:00:00.000,PO BOX 4648 ,AUSTIN ,227,"RIATA FORD, LTD. ",10106828519 ,PL ,TX ,78765 ,  ,,  
906,U,2019-06-03T00:00:00.000,A,0803333290,2019-06-03T00:00:00.000,A,2019-06-03T00:00:00.000,9115 MEADOW CREEK LN,CHAPPELL HILL,239,MERCY CREEK INVESTMENTS LLC,32070926244,CL,TX,77426,,,
907,U ,2002-05-07T00:00:00.000,A ,0800081357 ,2002-05-07T00:00:00.000,A ,2002-05-07T00:00:00.000,3613 WILLIAMS DR STE 304 C/O STEVE TURNE ,GEORGETOWN ,246,"ROBDELL, INC. ",10106834228 ,CT ,TX ,78628 ,  ,,531390 
908,U,2018-12-14T00:00:00.000,A,0803187733,2018-12-14T00:00:00.000,A,2018-12-14T00:00:00.000,318 W ASH ST,LAREDO,240,"REYES LANDSCAPING & LAWN SERVICES, LLC",32069186446,CL,TX,78040,,,
909,U ,2002-05-08T00:00:00.000,A ,0800082361 ,2002-05-08T00:00:00.000,R ,2017-04-03T00:00:00.000,2123 SILVER MOON TRL ,CROSBY ,101,TAB DEVELOPMENT LLC ,10106836512 ,CL ,TX ,77532 ,  ,,  
910,X,2008-01-01T00:00:00.000,A,,,,,PO BOX 3350,GRAPEVINE,220,MARSHALL 1993 FAMILY TRUST,17660850342,TR,TX,76099,,,525920
911,U ,2005-01-25T00:00:00.000,A ,0800445091 ,2005-01-25T00:00:00.000,A ,2005-01-25T00:00:00.000,2852 W FM 4 ,CLEBURNE ,126,"INFLATABLE PARTY MAGIC, L.L.C. ",10106836942 ,CL ,TX ,76033 ,  ,,  
912,U,1997-10-07T00:00:00.000,A,0146293900,1997-10-07T00:00:00.000,A,1997-10-07T00:00:00.000,3522 KNIGHT LN,GARLAND,57,"TRJ2000, INC.",17527323533,CT,TX,75042,,,
913,U,2007-08-09T00:00:00.000,A,0800855791,2007-08-09T00:00:00.000,R,2014-12-17T00:00:00.000,5601 US HIGHWAY 277 S,ABILENE,221,ATHENS MONUMENT COMPANY LLC,32033521405,CL,TX,79606,,,423990
914,U,2023-03-01T00:00:00.000,A,0804950541,2023-03-01T00:00:00.000,A,2023-03-01T00:00:00.000,4809 SUNSHINE PKWY,MIDLAND,165,"LIMITED SERVICES, LLC",32088687655,CL,TX,79707,,,
915,U ,2002-04-17T00:00:00.000,A ,0800077082 ,2002-04-17T00:00:00.000,A ,2002-04-17T00:00:00.000,11801 S PADRE ISLAND DR ,CORPUS CHRISTI ,178,"N.B.S THE WATERS EDGE, INC. ",10106843575 ,CT ,TX ,78418 ,  ,,451110 
916,U ,2002-05-06T00:00:00.000,A ,0800081782 ,2002-05-06T00:00:00.000,A ,2002-05-06T00:00:00.000,19895 CLAY RD ,KATY ,101,"J & D ASSETS, INC. ",10106843815 ,CT ,TX ,77449 ,  ,,811111 
917,U ,2002-05-08T00:00:00.000,A ,0800081995 ,2002-05-08T00:00:00.000,R ,2009-03-21T00:00:00.000,3701 W PLANO PKWY STE 300 ,PLANO ,43,"TEKVIZION PVS, INC. ",10106843955 ,CT ,TX ,75075 ,  ,,541512 
918,U,2003-07-25T00:00:00.000,A,0800228416,2003-07-25T00:00:00.000,R,2009-07-07T00:00:00.000,40 NE LOOP 410 STE 118,SAN ANTONIO,15,"ORTIZ LAW OFFICES, P.C.",14216001678,CP,TX,78216,,,541110
919,U,2022-11-02T00:00:00.000,A,0804800992,2022-11-02T00:00:00.000,A,2022-11-02T00:00:00.000,12505 MEMORIAL DR STE 330,HOUSTON,101,"WALM VENTURES, LLC",32087038777,CL,TX,77024,,,
920,U ,2002-04-29T00:00:00.000,A ,0800079200 ,2002-04-29T00:00:00.000,A ,2002-04-29T00:00:00.000,8024 W 7TH ST ,TEXARKANA ,19,"ADAMS BUILDING CONTRACTORS, INC. ",10106848210 ,CT ,TX ,75501 ,  ,,"236115
"
921,U ,2002-05-09T00:00:00.000,A ,0800081997 ,2002-05-09T00:00:00.000,A ,2002-05-09T00:00:00.000,2710 COMMERCE ST ,MARBLE FALLS ,27,"HILL COUNTRY FLOORS, INC. ",10106853038 ,CT ,TX ,78654 ,  ,,"238331
"
922,X ,2008-01-01T00:00:00.000,A ,  ,,  ,,5120 WOODWAY DR STE 9007 ,HOUSTON ,101,"VALHALLA ADVISORS, LLP ",10106853889 ,PB ,TX ,77056 ,  ,,  
923,U,2022-08-24T00:00:00.000,A,0804700433,2022-08-24T00:00:00.000,A,2022-08-24T00:00:00.000,418 CATTLE TRAIL DR,DRIPPING SPGS,105,"TEXAS TIED HOUSE, LLC",32086022558,CL,TX,78620,,,
924,U,2000-03-06T00:00:00.000,A,0157310400,2000-03-06T00:00:00.000,A,2000-03-06T00:00:00.000,17325 PARK ROW,HOUSTON,101,INGENIOUS INC.,32002243247,CT,TX,77084,,,423430
925,V,2013-11-07T00:00:00.000,A,0803541311,2020-02-07T00:00:00.000,A,2020-02-07T00:00:00.000,1920 MCKINNEY AVE STE 700,DALLAS,57,LANTERN PHARMA INC.,32052429233,CF,TX,75201,,,
926,U ,2002-05-03T00:00:00.000,A ,0800081022 ,2002-05-03T00:00:00.000,A ,2002-05-03T00:00:00.000,1212 OAKWOOD CT ,FLOWER MOUND ,61,"BLUE BONNET FENCES, L.L.C. ",10106856445 ,CL ,TX ,75028 ,  ,,"238992
"
927,V ,2005-04-01T00:00:00.000,A ,0800962362 ,2008-04-07T00:00:00.000,R ,2010-05-28T00:00:00.000,4000 LEGATO RD STE 600 ,FAIRFAX ,0,"SALIENT FEDERAL-SGIS, INC. ",10106857617 ,CF ,VA ,22033 ,  ,,"541512
"
928,U,2012-08-06T00:00:00.000,A,0801635507,2012-08-06T00:00:00.000,R,2016-09-13T00:00:00.000,404 UNIVERSITY DR E STE E,COLLEGE STA,21,NIT NOT LLC,32048668324,CL,TX,77840,,,
929,X ,2008-01-01T00:00:00.000,A ,  ,,  ,,2600 HART RD ,LITTLE ELM ,61,CHAVEZ ELEMENTARY PTA ,10106857765 ,AR ,TX ,75068 ,07 ,2008-01-01T00:00:00.000,  
930,V,2020-08-24T00:00:00.000,A,0803738985,2020-08-24T00:00:00.000,A,2020-08-24T00:00:00.000,2420 REBA DR,HOUSTON,101,"OTM, LLC",32075621519,CI,TX,77019,,,523999
931,U,2018-12-11T00:00:00.000,A,0803185211,2018-12-11T00:00:00.000,A,2018-12-11T00:00:00.000,1000 UPTOWN PARK BLVD APT 81,HOUSTON,101,"225 RAILCO INVESTMENTS, L.P.",32069161456,PL,TX,77056,,,
932,U ,2002-05-03T00:00:00.000,A ,0800080464 ,2002-05-03T00:00:00.000,A ,2002-05-03T00:00:00.000,PO BOX 1801 ,MC KINNEY ,43,"L & H SERVICES, INC. ",10106860132 ,CT ,TX ,75070 ,  ,,  
933,U ,2002-05-13T00:00:00.000,A ,0800083414 ,2002-05-13T00:00:00.000,A ,2002-05-13T00:00:00.000,6923 WINTERWOOD LN ,DALLAS ,57,"AVALON AMERICAN, LLC ",10106865701 ,CL ,TX ,75248 ,  ,,  
934,U,2019-02-07T00:00:00.000,A,0803230897,2019-02-07T00:00:00.000,A,2019-02-07T00:00:00.000,4548 JENKINS DR,PLANO,43,SKORO HOLDINGS LLC,32069676644,CL,TX,75024,,,
935,U ,2002-02-25T00:00:00.000,A ,0800061539 ,2002-02-25T00:00:00.000,A ,2002-02-25T00:00:00.000,6300 MEADOWLAND DR ,AMARILLO ,188,AMARILLO SOUTH ROTARY CLUB FOUNDATION ,10106870826 ,CN ,TX ,79124 ,19 ,2002-02-25T00:00:00.000,813000 
936,U,2005-11-07T00:00:00.000,A,0800568274,2005-11-07T00:00:00.000,A,2005-11-07T00:00:00.000,7001 W 43RD ST,HOUSTON,101,"CELESTIAL MARKETING AND SALES, INC.",32018539026,CT,TX,77092,,,
937,U,2023-02-28T00:00:00.000,A,0804947154,2023-02-28T00:00:00.000,A,2023-02-28T00:00:00.000,8108 TEMPLE AVE,LUBBOCK,152,FORTE ADVISORY SERVICES LLC,32088624807,CL,TX,79423,,,
938,U,2003-10-13T00:00:00.000,A,0800257064,2003-10-13T00:00:00.000,A,2003-10-13T00:00:00.000,4512 TROWBRIDGE DR,EL PASO,71,"CHATRE ENTERPRISES, INC.",15224046647,CT,TX,79903,,,541511
939,U,2011-11-03T00:00:00.000,A,0801502526,2011-11-03T00:00:00.000,A,2011-11-03T00:00:00.000,830 W 3RD ST APT 1142,AUSTIN,227,DESEO SALON LLC,32045522383,CL,TX,78701,,,
940,X,2022-02-01T00:00:00.000,A,,,,,111 TOWN SQUARE PL STE 1215,JERSEY CITY,0,CULINARY DIGITAL INC,32083398167,CF,NJ,07310,,,
941,U,2007-05-30T00:00:00.000,A,0800822697,2007-05-30T00:00:00.000,A,2007-05-30T00:00:00.000,1705 WENTWORTH PL STE 150,PLANO,43,"RCP ENGINEERING, INC.",32033049126,CT,TX,75075,,,541990
942,U,2015-04-16T00:00:00.000,A,0802196709,2015-04-16T00:00:00.000,A,2015-04-16T00:00:00.000,1101 ALMA ST STE 108,TOMBALL,101,PENTA STATE LLC,32056991410,CL,TX,77375,,,551112
943,U,2005-08-08T00:00:00.000,A,0800528630,2005-08-08T00:00:00.000,A,2005-08-08T00:00:00.000,2211 SPANISH FOREST LN,RICHMOND,79,"JAV REALTY, LLC",12032702750,CL,TX,77406,,,541990
944,U,2001-07-16T00:00:00.000,A,0163572900,2001-07-16T00:00:00.000,A,2001-07-16T00:00:00.000,10215 PAPALOTE ST STE 2,HOUSTON,101,"GYPSUM RESOURCES SUPPLY CO., INC.",17606896052,CT,TX,77041,,,420000
945,U,2010-03-08T00:00:00.000,A,0801240404,2010-03-08T00:00:00.000,A,2010-03-08T00:00:00.000,PO BOX 1019,HONDO,163,MEDINA COUNTY A&M CLUB,32041390561,CN,TX,78861,19,2014-08-01T00:00:00.000,
946,U,1992-02-18T00:00:00.000,A,0091717902,1992-02-18T00:00:00.000,A,1992-02-18T00:00:00.000,522 S EDMONDS LN STE 101,LEWISVILLE,61,"DURAND & ASSOCIATES, P.C.",17524158304,CP,TX,75067,,,541110
947,X,2022-01-01T00:00:00.000,U,,,,,1412 150TH ST,HAMMOND,0,"TULSA CENTERLESS BAR PROCESSING, INC.",32085844218,CF,IN,46327,,,
948,U,2018-01-08T00:00:00.000,A,0802901381,2018-01-08T00:00:00.000,A,2018-01-08T00:00:00.000,10210 N CENTRAL EXPY STE 300,DALLAS,57,CELINA 52 EAST GP LLC,32065873534,CL,TX,75231,,,
949,U,2014-11-24T00:00:00.000,A,0802110044,2014-11-24T00:00:00.000,A,2014-11-24T00:00:00.000,5 ALLADDIN LN,THE WOODLANDS,170,HENRY'S HOME HORSE AND HUMAN SANCTUARY,32055786316,CN,TX,77380,19,2014-11-24T00:00:00.000,624221
950,U,2013-09-27T00:00:00.000,A,0801858787,2013-09-27T00:00:00.000,R,2021-05-10T00:00:00.000,800 2ND ST,PALACIOS,158,TRAN VAN DOAN LLC,32052090282,CL,TX,77465,,,
951,U,2015-08-03T00:00:00.000,A,0802265521,2015-08-03T00:00:00.000,A,2015-08-03T00:00:00.000,629 18TH AVE N,TEXAS CITY,84,"DALE CONSTRUCTION AND RENOVATION, LLC",32057957444,CL,TX,77590,,,
952,U,2023-03-02T00:00:00.000,A,0804952112,2023-03-02T00:00:00.000,A,2023-03-02T00:00:00.000,17350 STATE HIGHWAY 249 STE 220,HOUSTON,101,BLUE BAYOU LANDSCAPES LLC,32088713352,CL,TX,77064,,,
953,U,2000-06-28T00:00:00.000,A,0158770100,2000-06-28T00:00:00.000,A,2000-06-28T00:00:00.000,PO BOX 313,CLIFTON,18,EAGLE EYE REAL ESTATE INSPECTIONS INC,32002550674,CT,TX,76634,,,
954,U,2011-06-01T00:00:00.000,A,0801433461,2011-06-01T00:00:00.000,A,2011-06-01T00:00:00.000,PO BOX 60634,MIDLAND,165,"ESCUDERO CHEMICALS, LLC",14525277597,CL,TX,79711,,,
955,U,2014-02-19T00:00:00.000,A,0801937105,2014-02-19T00:00:00.000,A,2014-02-19T00:00:00.000,2815 VALLEY VIEW LN STE 202,DALLAS,57,"GOOD TIRES, INC.",32053243963,CT,TX,75234,,,423130
956,U,2008-01-01T00:00:00.000,A,0006941810,1993-07-19T00:00:00.000,A,1993-07-19T00:00:00.000,520 E 2ND ST,SONORA,218,"ROUSSELOT ENTERPRISES, LTD.",32036446535,PL,TX,76950,103,2009-01-01T00:00:00.000,
957,U,1991-02-20T00:00:00.000,A,0118326100,1991-02-20T00:00:00.000,A,1991-02-20T00:00:00.000,29335 HIGHWAY BLVD,KATY,237,"VANTAGE TRAILERS, INC.",17603292420,CT,TX,77494,,,336212
958,U,2013-06-24T00:00:00.000,A,0801807272,2013-06-24T00:00:00.000,A,2013-06-24T00:00:00.000,1205 E QUINLAN PKWY,QUINLAN,116,DDN HEATING AND AIR CONDITIONING INC,32051339250,CT,TX,75474,,,
959,U,2015-09-04T00:00:00.000,A,0802288012,2015-09-04T00:00:00.000,A,2015-09-04T00:00:00.000,9100 N WARE RD,MCALLEN,108,HOPE FOR AMERICA,32058227359,CN,TX,78504,,,
960,U,1990-02-13T00:00:00.000,A,0114277800,1990-02-13T00:00:00.000,A,1990-02-13T00:00:00.000,PO BOX 522,BRAZORIA,20,"A. W. DAVIS TIRE & AUTO CENTER, INC.",17603008347,CT,TX,77422,,,447000
961,X,2008-01-01T00:00:00.000,A,,,,,8701 W 47TH ST STE A,MC COOK,0,"GPA HOLDING COMPANY, INC AND SUBSIDIARIES",17317214728,CF,IL,60525,,,
962,U,2004-03-18T00:00:00.000,A,0800321221,2004-03-18T00:00:00.000,R,2009-10-22T00:00:00.000,23051 CINCO RANCH BLVD,KATY,79,VICTORY OF THE LAMB EVANGELICAL LUTHERAN CHURCH (W,12014630458,CN,TX,77450,04,2004-03-18T00:00:00.000,
963,X,2008-01-01T00:00:00.000,A,,,,,5311 MERLIN DR,SAN ANTONIO,15,CAMELOT ELEMENTARY SCHOOL PTA,17425091117,AR,TX,78218,07,2008-01-01T00:00:00.000,
964,U,2022-10-26T00:00:00.000,A,0804787808,2022-10-26T00:00:00.000,A,2022-10-26T00:00:00.000,4616 FM 2830 RD N,LIBERTY,146,"2830 MINI STORAGE, LLC",32086931444,CL,TX,77575,,,
965,U,2014-10-20T00:00:00.000,A,0802087061,2014-10-20T00:00:00.000,A,2014-10-20T00:00:00.000,705 TILLERY ST,AUSTIN,227,"GROCERY & FOOD SPOT, INC.",32055476082,CT,TX,78702,,,
966,U,2021-11-03T00:00:00.000,A,0804298342,2021-11-03T00:00:00.000,A,2021-11-03T00:00:00.000,10840 FM 1895,KEMP,129,A MACIAS PALLETS LLC,32081755087,CL,TX,75143,,,
967,U,2015-05-18T00:00:00.000,A,0802217484,2015-05-18T00:00:00.000,A,2015-05-18T00:00:00.000,4507 HAVEMANN RD,CARMINE,75,"PRAIRIE WIND FARM, LLC",32057273644,CL,TX,78932,,,
968,U,2017-02-06T00:00:00.000,A,0802643678,2017-02-06T00:00:00.000,A,2017-02-06T00:00:00.000,8111 WESTCHESTER DR STE 800,DALLAS,57,"CP COLUMBIA MF, LP",32062798437,PL,TX,75225,,,
969,U,1993-04-28T00:00:00.000,A,0126838601,1993-04-28T00:00:00.000,A,1993-04-28T00:00:00.000,1032 OLEANDER ST,LAKE JACKSON,20,"THE CHURCH OF CHRIST AT RICHWOOD, RICHWOOD, TEXAS",17603323688,CN,TX,77566,74,1993-04-28T00:00:00.000,813110
970,U,2022-07-01T00:00:00.000,A,0804629156,2022-07-01T00:00:00.000,A,2022-07-01T00:00:00.000,2101 CEDAR SPRINGS RD STE 1050,DALLAS,57,PENN PROPERTY MANAGEMENT LLC,32085264144,CL,TX,75201,,,
971,U,2010-03-18T00:00:00.000,A,0801245257,2010-03-18T00:00:00.000,A,2010-03-18T00:00:00.000,1211 NEWNING AVE,AUSTIN,227,GREENWORLD RESTORATION FOUNDATION,32041461859,CN,TX,78704,19,2010-03-18T00:00:00.000,
972,U,2021-04-21T00:00:00.000,A,0804029550,2021-04-21T00:00:00.000,A,2021-04-21T00:00:00.000,21101 KINGSLAND BLVD APT 1614,KATY,79,ARMERO TRANSPORT LLC,18621700337,CL,TX,77450,,,
973,U,1999-06-25T00:00:00.000,A,0705255322,1999-06-25T00:00:00.000,A,1999-06-25T00:00:00.000,2302 INDIAN TRL,AUSTIN,227,"PYRRHIC VENTURES, LC",17429217841,CL,TX,78703,,,451212
